Name,v_r(km/s),v_r_std(km/s),v_phi(rad/s),v_phi_std(rad/s),v_x(km/s),v_x_std(km/s),v_y(km/s),v_y_std(km/s),v_z(km/s),v_z_std(km/s),j_r(kpc km s^-1),j_r_std(kpc km s^-1),j_phi(kpc s^(-1)),j_phi_std(kpc km s^(-1)),j_x(kpc km s^(-1)),j_x_std(kpc km s^(-1)),j_y(kpc km s^(-1)),j_y_std(kpc km s^(-1)),j_z(kpc km s^(-1)),j_z_std(kpc km s^(-1)),energy_mean(km^2 s^(-2)),energy_std(km^2 s^(-2)),rperi_mean(kpc),rperi_std(kpc),rapo_mean(kpc),rapo_std(kpc),zmax_mean(kpc),zmax_std(kpc),ecc_mean,ecc_std
HE0132-2429,-5.129732232,1.392937748,-171.6244346,0.224575136,5.128111289,1.668566798,4.709406924,0.035014611,-285.7965977,1.009580224,666.3179927,11.34511995,-1498.91847,1.956410564,-666.1074431,4.761922138,-16.74937612,0.285269066,1465.910771,9.218274197,-117276.0512,275.4166328,8.637963715,0.01899322,25.68628923,0.186155789,21.97581074,0.179949152,0.496669821,0.002948562
HE0134-1519,209.2043456,0.927822927,25.51217591,0.173616756,-209.1694551,1.36199374,77.48833095,0.017014454,-202.6383791,0.893272286,1123.246588,8.941536753,224.457354,1.533064205,-1123.059256,4.228133045,20.51352934,0.163506077,892.4854012,10.15287113,-132756.5437,259.9450899,2.101872478,0.044063237,20.70565561,0.116240762,19.94002007,0.12671479,0.815689895,0.003503831
HE0139-2826,-161.7243511,1.331847167,-47.09596541,0.284406139,161.511428,1.629934066,4.515467396,0.068431976,267.8558961,0.958037072,1134.605215,14.75483507,-406.8383819,2.450936578,-1133.111416,5.425128533,-58.20233359,0.757381371,1338.89928,8.29045375,-123769.8044,325.8501567,3.885067835,0.245698974,24.49987335,0.296107985,23.52919748,0.21270451,0.726252346,0.017332731
HE0302-3417a,-162.3439364,0.970280412,53.44124703,0.428026144,160.8774074,1.380456715,5.546524023,0.13044763,-55.81633302,0.999877738,584.180108,5.764722182,484.0320179,3.88532261,-578.902935,3.364833354,-78.34404464,0.773809921,369.8975086,6.698497138,-157487.3817,173.0246121,1.587268769,0.116005741,12.28319938,0.070902892,8.525679569,0.084347598,0.771212605,0.015028239
HE0324+0152a,106.4680477,0.929757672,-39.85829396,0.097810409,-106.4675811,1.3636345,-88.56413347,0.00275517,-18.15978773,0.840903332,715.468929,1.921244944,-373.0152131,0.895459694,-715.465794,1.96021841,-2.11801655,0.005748193,21.99464054,0.164154622,-168297.774,106.0806072,0.835696594,0.014969529,10.57974082,0.035002709,3.357648146,1.189061636,0.853582277,0.002735878
HE0401-3835,202.8595858,3.512635632,-51.64955133,0.807357765,-194.0975056,2.536349305,-199.3332827,1.029494474,-165.8282585,2.112225844,1343.402324,32.68870948,-525.776154,8.245311362,-1285.376971,7.740839142,-390.5573321,9.54250073,444.8870648,28.5371046,-130369.5206,439.0777101,1.735667287,0.087513442,22.01189981,0.224872648,17.13719141,0.322922895,0.853806652,0.007575321
HE0420+0123a,-57.05680547,0.893697516,-68.45688476,0.180730509,57.04357544,1.336624938,-34.89920462,0.019250667,104.1380081,0.622743437,367.442469,1.581031878,-616.2990803,1.618758602,-367.3572684,1.777806943,-7.912355921,0.034189185,229.5099009,3.330232298,-168364.603,118.3948267,2.018850501,0.015855191,9.56981638,0.016724075,5.119716873,0.04013558,0.651586273,0.001897576
HE0432-1005a,93.48490953,1.306258437,33.24967679,0.363125603,-92.54118325,1.600011554,90.27149342,0.185185815,-26.86318807,1.458482005,909.143622,3.568242642,385.2927385,4.215611412,-899.965855,2.644458593,-128.854894,0.507358843,56.83173967,0.722860419,-157030.8309,116.2534879,1.112889483,0.016493563,13.05917581,0.031816009,3.650044918,0.061130553,0.842947031,0.002229669
HE0450-4705,-230.1141422,0.753004603,-16.40200123,0.767034418,226.718328,1.209088713,-147.1916472,0.12977625,161.4513893,0.734532248,1100.844941,5.491148638,-142.8357908,6.679045745,-1084.599677,3.265074983,-188.4227137,0.942675778,596.5340518,8.126743817,-138684.1914,239.3954715,0.768568859,0.153330031,18.59219944,0.112035837,16.88959867,0.116098934,0.920696228,0.015466248
HE0557-4840,16.13274259,3.687024285,-85.51791658,1.364294511,-12.08376026,2.034018618,10.33011932,2.442861449,-56.15108879,3.75697276,546.7254401,9.337868961,-1191.5245,19.3302268,-409.5087436,3.26301798,-362.2304645,6.204258403,262.9394837,26.86840104,-145226.1073,95.27444824,3.736414142,0.030391972,15.19512866,0.030192106,7.090570025,0.320819427,0.605273594,0.002764103
HE1116-0634,-0.13444471,0.562603114,-159.6715196,1.035709706,0.130677199,1.031032048,0.070238802,0.132253884,80.37199122,1.191550809,62.51182099,2.579391318,-1356.690727,8.797069029,-60.76006772,2.207647973,-14.69496142,0.606383997,197.4003649,3.656997295,-161303.343,191.6788291,5.51655489,0.059899128,8.964445753,0.004990762,3.762077601,0.03950724,0.2381184,0.00523249
HE1124-2335,54.36446963,0.701216902,-41.40052961,1.059244454,-50.63286004,1.102961571,28.86960017,0.255449179,21.97104429,1.166598375,533.297992,4.972419961,-339.2813063,8.679033955,-496.6921001,2.937255948,-194.1744018,1.812299511,67.46390017,0.452872644,-176847.544,17.83220331,1.140984553,0.020802573,8.761696339,0.00609234,2.805383136,0.02360584,0.769566339,0.003848639
HE1135-0344,45.74080032,0.773899075,-147.9550217,1.529859307,-45.13726855,1.227695173,13.52462618,0.12716214,-275.6498839,1.330931367,287.6674214,7.879447079,-1215.623329,12.54143681,-283.8717635,3.917432392,-46.57626138,1.283021013,1378.591598,15.58099165,-130009.8697,315.8163059,8.396977501,0.003910185,18.31600687,0.163644047,16.02277639,0.170356403,0.371295076,0.003860476
HE1148-0037,134.3441459,0.236111763,84.99817142,0.749728499,-133.8506418,0.684661043,-23.41286854,0.020898945,-240.6955226,0.868281528,209.3702791,2.736346064,689.596919,6.082869115,-208.6011717,2.330785139,-17.92944146,0.234471979,1408.730547,9.436293912,-140603.8672,212.0614648,6.787435031,0.017622226,14.59435518,0.076944943,13.68068913,0.080755408,0.365114587,0.001451888
HE1217-0540,-12.91922276,0.182302328,-60.01659329,0.586406016,12.90374081,0.603101417,-4.141535948,0.008927054,71.80408081,0.853187645,382.2594467,1.356553495,-480.037054,4.690389475,-381.8013601,1.645177341,-18.70844547,0.066961579,87.06667856,2.367040188,-179473.8726,39.29605345,1.299040093,0.017619749,8.042113247,0.035548581,3.235665941,0.02613022,0.721868526,0.003481785
HE1221-1948,-180.8110667,1.196877164,-197.5530677,1.28758721,175.2152949,1.49976352,64.92352246,0.330107098,-7.143003271,1.513067733,410.8602748,5.255156477,-1486.104842,9.726871649,-398.1449009,3.142785336,-101.4232915,1.339710934,85.84166467,1.688073708,-148222.0144,409.6476323,4.063783658,0.024026912,14.04816659,0.133790849,2.643992183,0.090431011,0.551240886,0.003342819
HE1249-3121,-96.17655713,0.591568385,37.55287321,0.868664788,94.01336268,1.063257905,14.01465087,0.125110436,-14.82238013,0.77004769,533.0050384,3.369228759,273.557622,6.32734687,-521.0167371,2.53749284,-112.4096427,0.712450312,28.26032783,0.049162128,-182231.1373,51.89087277,0.645905598,0.035634815,8.172121668,0.056594381,3.591234484,0.046367654,0.853494667,0.008216014
HE1300+0157,3.100950486,0.372107428,-175.3524078,0.800730132,-3.089957106,0.859620545,1.691036247,0.031305477,71.150922,0.942762529,36.13588866,1.309236755,-1335.968892,6.09842995,-36.00778099,1.612433131,-3.040091292,0.110156713,129.2739182,2.034189676,-165923.5887,147.2893812,5.430970869,0.040575998,7.934690471,0.001217201,2.689041271,0.024824233,0.187335654,0.003640015
HE1300-0641,-195.5563325,1.029631964,-270.9357387,1.544638333,186.4898656,1.3685178,134.5485735,0.311420563,88.32090389,1.139012029,746.9730077,24.00397875,-1847.255271,10.54397534,-712.3415234,6.607648178,-224.8070571,7.225144617,684.1610997,5.599134863,-121582.4497,654.25596,6.941005449,0.01184431,24.09914419,0.389734701,15.95658733,0.273714887,0.552706678,0.005123118
HE1300-2201,4.303409251,0.471076385,-309.5053012,1.007706565,-4.275924442,0.964446358,-4.296066576,0.05318037,3.375442898,0.667604568,195.1475024,5.779399243,-2333.594292,7.640359331,-193.9011436,3.378120034,-22.02018899,0.656271595,25.10454592,0.154506234,-138522.1025,311.863206,7.555874319,0.004769007,15.06150095,0.133623706,1.715877526,0.016372353,0.331828955,0.003971446
HE1305-0331,52.69815689,1.148316796,-94.78298772,2.476677399,-52.07548409,1.497563815,-26.87711704,0.177869787,-80.12313412,1.250986303,187.650023,5.884905284,-686.6994172,17.96934624,-185.4327811,3.390209108,-28.7611938,0.906613244,258.8138667,6.618851525,-174942.5835,155.877607,2.651830838,0.063060781,7.832161789,0.007653577,4.475666671,0.083491351,0.494169764,0.009169842
HE1311-0131,226.7586373,0.523733658,99.03783466,1.131498523,-224.6162332,1.013791502,-226.0750749,0.073696029,85.79800279,0.864934554,851.6858126,1.127751853,715.3514427,8.166834379,-843.6391283,1.48766897,-116.7978629,0.166622043,105.9159804,0.491404404,-149781.1996,187.5514646,1.73861945,0.02460024,14.7464714,0.051095705,4.584555936,0.015680514,0.789075789,0.002149224
HE1330-0354,-67.3109327,0.432581466,162.8594121,0.667333418,67.14469752,0.927844232,32.47158183,0.03047406,-144.3939818,0.839466247,102.352019,0.975997015,1215.056679,4.966194756,-102.0992442,1.393687366,-7.188888032,0.068644212,301.2686494,4.018311932,-159979.6829,114.8293177,5.104476786,0.024908734,9.581315908,0.012124042,5.109226894,0.039495745,0.304845506,0.001750433
HE1338-0052,-69.88201562,0.441648721,-112.1690244,0.834736515,69.76840299,0.93831135,-55.94818097,0.02792452,-105.1713446,0.836028697,215.8864314,2.539772366,-836.6653747,6.317419133,-215.535448,2.250121426,-12.30530392,0.149501895,175.550938,3.017775758,-171632.868,113.3662902,2.842262394,0.029174365,8.518798323,0.007328379,3.721779048,0.03816913,0.499659038,0.00368078
